fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.963364752562234,0.6373598019765736,0.45577568316251776,10.124764355783247,0.234600895036602,33.05280396046853,224.62382177891624,0.9982207940592972,2.8890094257686703,0.7209905742313298,9.068317623718883,3
7.829896493365629,0.5191958597346252,0.2832576960916879,8.593398323402855,0.05186597662243753,92.4876594909434,336.2092620723814,0.9961468019992769,3.1426804675512496,0.4965153921833758,11.0,3
9.55646620771243,0.23,0.367981068969888,6.933437242894512,0.040810727583730125,18.605679309033597,118.19242758795521,0.9964548886218698,3.1062776551083093,0.5019242758795521,10.220820344638186,3
6.794635889868798,0.2758068920352767,0.4320429128810496,2.5650422635233303,0.03059141742379008,10.172106627317746,103.82789337268225,0.9912204291288105,3.3987080625373185,0.3862360208457729,11.978498049163264,3
10.222028441688657,0.17504521847896926,0.46839470321123705,1.4733849960577343,0.036656007830979366,5.0,32.67894064224741,0.9938449612529567,2.899631780732578,0.2820639530141238,9.668798433804126,3
7.347583607189615,0.26,0.2981259594502059,15.454318804652104,0.0645095120592086,41.677891995770814,173.2737801480215,0.9973560026040177,3.169136239069579,0.5135578399154163,10.27452439703957,3
7.981056093705076,0.23636490651049155,0.41818943906294925,6.2626710520264295,0.03081754674475423,8.63509348950846,114.08913088531185,0.994353478531187,3.3118943906294924,0.47362112187410155,10.972981302098308,3
6.368199525068638,0.2655598839056671,0.35787996833790925,9.663899709764168,0.07124694643829642,37.255001319253786,204.87399313988033,0.9954916991292925,3.0997700712397043,0.48469992084477304,9.951000263850757,3
10.0943276306371,0.23,0.3708624694498416,7.932322742611754,0.0391779339784231,17.74125916504752,119.34498777993664,0.9972328667514573,3.0640171147356567,0.5134498777993665,10.09595965717353,3
7.077852353830428,0.4128667312067693,0.39237775626441024,3.736145709966493,0.025048897494235906,5.0,28.654842065080366,0.9917693192786575,3.243940554291555,0.41319271450167533,12.041035459390084,3
7.081969190446145,0.4858529138026134,0.22054092428661565,2.0162277285984693,0.047,149.0693903614243,309.88908226588575,0.9924133427990698,3.2436061619107712,0.3748683185795408,10.990984595223072,3
10.540948030861545,0.2320984199485641,0.3925905196913846,9.505200839091287,0.032950790025717956,12.901580051435905,120.06221207201027,0.9979373272432062,3.0559051969138458,0.5248189606172309,10.119683989712819,3
7.47759146736628,0.46426176008995035,0.3752460799700165,1.7945557299352082,0.031901568011993384,5.0,50.354965371312375,0.9923746385077261,3.09546602640681,0.5102722135032396,10.784712531134547,3
8.104800757680366,0.24479703423081345,0.2756088973075596,5.166061209584646,0.03891881369232538,121.3616311730526,211.83762738465077,0.9944057182519273,3.211807225002875,0.4999258557703365,10.232474523069847,3
6.473462596144173,0.3458963971131599,0.2387961221156748,2.5638836634702438,0.047,235.78158004945527,390.516206010897,0.9928636376788533,3.365307480771165,0.5391650990410732,10.686731298072086,3
5.848950702930071,0.23877623242674823,0.428986091840734,3.157345079489502,0.031692288661153915,7.325158389178381,109.24475351465036,0.9913367130271975,3.5104197188279715,0.43,11.614336269872375,3
8.791662894921338,0.3061235983781156,0.2714853924541276,6.780786442168995,0.039644943935124626,129.9511238540304,234.31719215449002,0.9935400336900557,2.989928093794237,0.3773550560648754,11.0,3
7.710356002140783,0.3087728160770682,0.42471715198287374,1.7042653579876645,0.032056569603425254,14.933851211132069,99.06614878886793,0.9911471715198287,3.2778330077174167,0.3459443359058056,12.234899680599419,3
6.8685825968158225,0.29028623985015634,0.31428440037460914,4.19143579793965,0.0440858719550469,6.885733994380862,124.71444995317385,0.9941286009915713,3.284854580730488,0.4740004598688868,10.065697204869918,3
6.250101344553684,0.20375253361384213,0.3318695105033421,9.919032920212368,0.04306389348761316,38.187626680692105,200.74983109241052,0.995187626680692,3.1324949327723157,0.4437525336138421,10.081237331930788,3
8.061640298983423,0.3280136691581952,0.40013669158195186,3.1065358791777378,0.03399316542090241,17.60273383163904,90.04100747458557,0.9916164460188692,3.2079453233672193,0.33589064673443847,12.221230224237567,3
7.846916723290741,0.2849882785957465,0.3550117214042535,8.759249830127775,0.03776658852397164,13.432473763688076,58.297421291064225,0.9937466822952057,3.1583059833900755,0.37199062287659723,11.056518195546122,3
7.79471756720733,0.4901059362658672,0.3400423745063469,2.5323445948519065,0.05934039575105782,41.99152509873063,175.34039575105783,0.9968213107335966,3.2806129922919607,0.3959830501974613,8.366807915021155,3
8.058219233574038,0.27508347342621703,0.364916526573783,8.125342299277888,0.03770055648950811,12.706121384589247,56.11836415376774,0.9937598887020984,3.13519477132784,0.3640667787409736,10.931057330065416,3
8.700995829188297,0.5327515754922341,0.37306079702936173,3.9419810025904227,0.06495911955440425,35.38784059412766,178.53039851468085,0.9968433700185665,3.2317348007426596,0.40428721039723403,8.846960148531915,3
7.418776632235114,0.4220085223152368,0.3518776632235115,4.751978008191748,0.03544978694211908,8.986914090827472,60.26202061976793,0.992973189278504,3.118864879750656,0.4892574570258322,10.798691409082748,3
6.596166384113219,0.37411826834604045,0.2351150084766034,2.4534502542981023,0.047,218.29629026386624,374.2579541049984,0.9927728368757562,3.340766723177356,0.5060350762894308,10.74808319205661,3
6.634757400713925,0.2695184620928102,0.34713009867618566,8.091805511453332,0.04545631167261604,37.28699013238143,197.61320312881182,0.9953208544404284,3.156042722021418,0.4293048519857215,9.814796052952573,3
8.448039568165369,0.38263249402545774,0.4014088728950136,1.2628177457900271,0.03494226618685041,5.0,49.46187050519673,0.9929808788967932,2.9997458033679782,0.4583369304729646,10.14872901683989,3
6.2496919818007,0.23,0.3502662070453609,0.792285109058442,0.05084914934096216,23.920137886391736,111.10648281814436,0.9916718759022475,3.366095630001374,0.43106482818144354,10.988464361367695,3
6.858341236773887,0.2985843607806053,0.3501112164903185,7.5030347431620985,0.047319510306449056,36.98887835096815,196.19717216709873,0.9954550047420644,3.1627502371032166,0.42483317526452224,9.69555134038726,3
6.12396460538259,0.24829938740085253,0.31139850253541734,12.499863866856117,0.055059741347026625,47.72029949291654,160.69993193342805,0.9970057976857365,3.28680245039659,0.49919891093484897,9.849965966714029,3
10.131063359964013,0.18093119435526983,0.4665218927051414,1.5589991906221066,0.03625469129395888,5.0,32.304378541028285,0.9937807506070334,2.9108686437691516,0.28447185223624677,9.749061741208225,3
7.498531816212549,0.44753018118801563,0.3598531816212549,3.1887764022340415,0.03481174547029961,7.232300043323924,58.82642730817412,0.9927913474590354,3.0885579098392313,0.5115889085395138,10.623230004332394,3
7.204115024554992,0.4291005031570704,0.38696649894764323,3.122869880732897,0.027213400420942717,5.0,35.50910133298527,0.9919605170371834,3.1970429908795746,0.44385650596335513,11.64420992282717,3
6.846812555422067,0.2667165840388185,0.3408141313986447,14.825230652957426,0.060122119709796695,41.83717372027107,162.40706569932235,0.9970449116787584,3.239796467150339,0.5171505401047437,10.459293430067767,3
8.540470622955093,0.23586764722574563,0.2800823533417895,7.938000022701407,0.037661176443880694,114.08235334178953,199.5700003405211,0.9944343117451426,2.9859529377044907,0.3899176466582105,10.504117667089476,3
6.849370101388697,0.3049118141944177,0.3429974804055548,11.313475645360647,0.045795968648887665,37.2506298986113,250.60830071193178,0.9965287150068329,3.110025195944452,0.496952127705541,10.369773236499931,3
6.685810145971901,0.39473633357353743,0.23242569562084295,2.372770868625288,0.047,205.52205419900397,362.38015565872297,0.9927065004919807,3.3228379708056197,0.48183126058758646,10.79290507298595,3
8.851887455313223,0.45353810042227327,0.3097014456720802,7.637405254044877,0.06930816726249034,36.894646354679054,188.2028136171694,0.9972962250893735,3.1431606093596285,0.42962250893735515,9.037577180154681,3
6.07906825100803,0.23302329372479924,0.3772096435231932,1.5465222429437897,0.04434875380544165,18.255741922881427,110.39534125504015,0.9915093011882561,3.418372699596788,0.43,11.211630560735948,3
5.919651231111336,0.24563064616994526,0.42592338457513684,3.5774213848367475,0.03068919385098358,5.211149231372947,110.75957692810789,0.9916167238470593,3.5025505999215167,0.4349268153987021,11.517003999476778,3
8.434897658639247,0.3004323745866204,0.2704385284208127,6.013217390966303,0.04886905685717542,9.521926421040634,131.60840133836473,0.9966479304345798,3.094342207368781,0.5108709030074331,9.230450836089197,3
11.485637820869224,0.23,0.3783159168975137,10.516184524471416,0.034954313758075575,15.50522493074589,122.32636675900548,0.9992452975623287,2.9546998855031323,0.5432636675900548,9.772976934441072,3
6.3650895642237195,0.26479967125468706,0.3576726376149147,9.661999178136718,0.07089621196523063,37.263640099378556,204.8290714832315,0.9954859975344101,3.1002365653664423,0.4841815940372866,9.95272801987571,3
8.96467520204456,0.5155713611245082,0.3416579739126255,4.892903416915696,0.06780433063940586,35.57878930948013,185.383119948886,0.9970706495959109,3.1826363207155963,0.4070649595910879,8.793203728903453,3
5.8207309083664,0.23196113741313673,0.22246171670527257,9.283747228573727,0.053438167436300275,55.33097421106345,172.07656658945487,0.9973021438645048,3.2692343341054513,0.46261484988418233,8.67844549652547,3
6.931119064502288,0.4031624379894482,0.39540793763348586,10.00790609497362,0.13473176116331356,35.69133593193809,213.00505315392195,0.9965237182849208,3.015332140324657,0.5785198440837147,9.638267186387617,3
7.345825598192633,0.23114563995481582,0.27251778009789906,12.977929794954433,0.0581301019751487,39.55728199774079,198.92362400301226,0.9965572819977407,3.0777087200903686,0.47114563995481584,9.944271800225922,3
7.386121161563751,0.28648196007446436,0.389537372052125,0.9541688203350893,0.04083324718659642,20.61108239553214,102.52770598883035,0.9913175901996277,3.2739806678734107,0.36786984391808925,11.7907474410425,3
8.168441917853317,0.32373532942158645,0.4156147305951105,1.1218089823971389,0.03412764070411444,18.375880234704812,96.93970058676203,0.991131323352892,3.2106499399833033,0.32689113763625494,12.31229461190221,3
8.393748679307134,0.38886589237584757,0.39939809923359754,1.258796198467195,0.034881942977007925,5.0,49.944456183936595,0.9929539345297302,3.002963041226244,0.4635649419926464,10.16481520613122,3
7.20648806212988,0.3438434480768845,0.35475317416173174,6.586248103057981,0.05022073385108235,36.524682583826824,193.99224227317742,0.995663892837278,3.1731946418638963,0.41787023875740237,9.50987303353073,3
8.525236958325587,0.5470094783330236,0.34352053638821756,14.874640523541142,0.05650157972217058,41.032465083906516,363.55932036080645,0.9997162163860713,3.0499684055565885,0.6170410727764352,11.0,3
7.727043994468675,0.5977218653145648,0.448469599631245,10.494304663286412,0.22449440604285606,33.48043334869813,224.50174658676974,0.9979829139898592,2.895943400829699,0.7111739990781124,9.196086669739625,3
8.073475480020992,0.32184511728075565,0.42181219615983206,1.3629330487802687,0.032637560768033584,16.82207249610915,97.17792750389086,0.9911181219615983,3.2299012366372293,0.3299670788790764,12.336573134405878,3
8.270319595145153,0.5368127838058062,0.3214276982459133,12.571887009477887,0.054802130634301026,59.89634995925864,353.53257074237604,0.9984076405884118,3.08395738731398,0.5728553964918266,11.0,3
5.842175222881715,0.2399297079618638,0.4395782477711829,3.5534219489835057,0.029035146019068096,5.070292038136191,109.09840885339067,0.9913590453120343,3.5257824777118283,0.4308435044576343,11.68594159237276,3
6.134368150646574,0.25942719748922377,0.25057280251077624,2.8226716610452085,0.04665631849353426,279.2337171912652,427.16922375861236,0.9932408132418966,3.4463008276185385,0.6394271974892238,10.436991723814614,3
7.308103996124922,0.2477477629773151,0.2667567110680547,3.115304730766004,0.04009910519092604,119.73873036247669,214.19821038185208,0.9946860374828449,3.4036045935254817,0.5736940744328776,9.760357923629584,3
7.663571065339168,0.582206260416241,0.4442380710226112,10.455515651040603,0.21733607014658393,33.65674704072453,223.58491538823242,0.9978665469531218,2.905464340199125,0.700595177556528,9.231349408144906,3
7.296508089111188,0.3555460515844545,0.3559534411881492,6.349195365340537,0.050970900742593236,36.40465588118508,193.42211543562914,0.9957179048534667,3.175895242673336,0.4160698382177762,9.461862352474032,3
5.830950776764884,0.23922623058087789,0.43303607522790105,3.2833445626458104,0.03070229272206863,6.470161896331998,109.15475388382443,0.9913232130825737,3.517619689294046,0.43,11.645836140661451,3
8.967637394818011,0.23472060434196998,0.4083236260518199,7.512340700102813,0.03163969782901501,10.279395658030017,116.39115392124202,0.9957346923527453,3.2132362605181988,0.49335274789636024,10.644120868393996,3
8.566493433919586,0.5453090807487421,0.34986597373567835,15.468914110085398,0.05678555797708535,35.53350656608041,364.2818653254766,1.000031646605196,3.0413402626432164,0.6274535009778885,10.98793763621105,3
7.241372844789381,0.36523931033260193,0.3341372844789381,8.229092242128132,0.036869017241684954,12.889797414633618,63.45528879379114,0.9933776699138802,3.1862783189800354,0.4395843965410267,11.188979741463362,3
8.568783564138927,0.5540135417535665,0.35490543992102574,15.32925520355384,0.06533924786574381,35.3885127290676,360.27901028197186,1.0000197291649287,3.0324188655765965,0.6349054399210258,10.915269674091373,3
7.834682279295697,0.6240334460500591,0.45564548528637977,10.560083615125148,0.23663361260945906,33.18143811306751,226.05652181204894,0.9981802508453754,2.8797976581056455,0.7291137132159493,9.136287622613501,3
10.145680881426687,0.23275719853095553,0.3965431911857331,9.004529116473803,0.03262140073452224,12.242801469044478,119.13992205666227,0.9973839532339974,3.0954319118573315,0.5169136176285337,10.251439706191103,3
8.334632596792632,0.36473268869799924,0.27890308466973635,14.656570903397904,0.1208540975754207,38.79510129056844,205.26837016036836,0.9980826837016037,2.978658149198158,0.5661469612829468,9.607071362924739,3
7.516827884682888,0.5463357051447058,0.43445519231219254,10.365839262861764,0.20078670032812562,34.06436698699198,221.4652916676417,0.9975975177885853,2.927475817297567,0.6761379807804813,9.312873397398395,3
10.214437819455782,0.1755363763881554,0.46823842569467783,1.480529111100442,0.03662251979171668,5.0,32.647685138935564,0.9938396031666746,2.900569445831933,0.28226488124969995,9.675496041656665,3
7.4697231117720095,0.23071982265275004,0.2677275743666001,7.237895880774006,0.03848482837555999,101.7275743666001,189.0684382116101,0.9950376367850977,3.093027688822799,0.4022724256333999,9.886378718330006,3
9.344213579102465,0.2814001809025065,0.3000441630405454,7.38776471259675,0.04485114930164027,11.00220815202727,129.28224433252856,0.9974726588275581,3.049933755439182,0.521444343943052,9.357332127316623,3
6.944789436286021,0.4543015703457849,0.22465631691141935,2.1396895073425806,0.047,168.61750532924196,328.0653996921022,0.9925148558171483,3.271042112742796,0.41190685220277423,10.92239471814301,3
8.060883412057308,0.538107172363705,0.3929652449761217,12.101578512534875,0.19841636658376272,35.14511216076411,218.9558293971346,0.9982195582939714,2.910220853014327,0.6756466351770768,9.28769731406686,3
8.172441758934827,0.3059256376036897,0.2618934526164827,5.616481728622412,0.05002874571633449,9.094672630824135,132.27980015156209,0.9964098890371734,3.107159821075276,0.5078190902201724,9.193829082642068,3
8.588146225957809,0.30848042427679534,0.23497476402137943,14.055108501693296,0.0728247169872292,39.971627363825554,194.79634435105476,0.9978237075480844,3.0508511790852335,0.48237075480843805,9.609016510424746,3
7.725551583388176,0.46558481820357966,0.3746500586440065,1.2093001172880131,0.0341395017593202,5.0,55.88398592543843,0.9926223107858296,3.0425599061695894,0.527909847525583,10.362799530847948,3
8.081803358803505,0.23619699440199415,0.4171819664119649,6.390284254484441,0.030901502799002924,8.803005598005843,114.32420783720818,0.9944945247023249,3.301819664119649,0.4756360671760701,10.93939888039883,3
7.151217166079664,0.2262804291519916,0.2830590701706849,12.434647921972395,0.05545423603359538,39.31402145759958,199.24797138986722,0.9963140214575996,3.087439141696017,0.4662804291519916,9.968597854240041,3
8.292447731498983,0.39144977005064385,0.29648011187542356,14.262845493990511,0.132806476075288,38.23263641998645,207.37761342505084,0.9981037761342505,2.968111932874746,0.5830209074004066,9.557855686748814,3
7.971644371731021,0.32065830535858103,0.42206326647681514,3.5913935324884507,0.026727842816460384,5.0,23.412653295363025,0.9922564548506337,3.177620401139109,0.3416329431012377,11.654431436707922,3
10.818988222580971,0.2505328046436541,0.348060081665427,9.617075220180539,0.0383347032025492,13.403004083271348,125.50956501200217,0.9988102451321084,2.9779098775018595,0.5385928863090811,9.563114635708972,3
6.946921838296329,0.26,0.328764800600869,15.195067071838801,0.061209944550675646,41.91357538923745,165.02486137668913,0.9971321033802244,3.22098658563224,0.5182715077847491,10.439502772466218,3
6.242070585586831,0.2576321569068862,0.25236784309311383,2.58034118242963,0.045579294144131685,248.6282752624088,386.96031471424965,0.993556740384388,3.466046274024252,0.6376321569068861,10.239537259757476,3
7.422388424037158,0.2473244873183809,0.2680265380448573,3.4094813137252755,0.03992979492735236,119.97153197489051,213.85958985470472,0.9946458262952462,3.376091675694758,0.5631121829595225,9.828082029059058,3
7.777519124410364,0.5171007649764146,0.27871832411556485,8.120256090506953,0.05151679416273576,96.3635847936331,334.149085560141,0.9958779315053065,3.149664116745285,0.4874366482311297,11.0,3
7.094372879627248,0.30223610881608354,0.34511952834134346,13.372159184796583,0.060767929251201516,40.97609433173131,164.55976417067174,0.9970180029478666,3.2387201179146645,0.5020816508052979,10.244023582932828,3
8.287844105707709,0.2588213561428206,0.215893219285897,14.47328674923218,0.07011047527130798,50.13448989314034,199.23942332864087,0.9976346204042744,3.082468124430508,0.5153223701433322,9.752854245712825,3
9.596692059243889,0.23,0.36819656460309225,7.0081423957386475,0.04068861339158106,18.541030619072323,118.2786258412369,0.9965130724428349,3.1031170524879803,0.502786258412369,10.211482200532668,3
10.83606290180417,0.23,0.3748360512596652,9.309831103350596,0.036926237619523065,16.549184622100444,120.93442050386608,0.9983057338401097,3.005737914858244,0.5293442050386608,9.923771112081175,3
10.526278093166253,0.2321228698447229,0.3927372190683375,9.486618918010585,0.032938565077638544,12.877130155277086,120.02798221738792,0.9979167893304328,3.057372190683375,0.5245255618633251,10.124573968944581,3
6.724425446471727,0.4036178526884975,0.23126723660584816,2.3380170981754445,0.047,200.01937387777875,357.263628342496,0.992677925169611,3.3151149107056543,0.47140512945263346,10.812212723235865,3
7.583443393885279,0.39284764120508625,0.3597792452518037,5.5935990627687655,0.05336202828237733,36.02207547481963,191.60485850539322,0.9958900660363311,3.1845033018165583,0.41033113212229444,9.308830189927852,3
7.8631915126871625,0.631002369767973,0.4575461008458108,10.577505924419933,0.23984882059749665,33.10224579809122,226.46832184992567,0.9982325177732597,2.8755212730969255,0.733865252114527,9.120449159618243,3
6.337587319050457,0.2449262224667064,0.2556510478286055,2.0646260069483504,0.041,110.59940355529997,207.4470607295908,0.9951870308433121,3.5311545405906237,0.6024566362478347,9.197048898668257,3
7.405280309592007,0.5190685201224905,0.4270186873061338,10.297671300306225,0.1882066126928763,34.37422136224443,219.854048916329,0.9973930139009186,2.944207953561199,0.6575467182653344,9.374844272448884,3
5.136834437177466,0.2866965130492959,0.25867860521971836,4.430832544873239,0.04577976753661973,58.26427895605633,161.77976753661972,0.9968647047438828,3.38367376672169,0.42852855791211264,8.095595350732394,3
8.305915726398819,0.6230868447333826,0.43293895157341217,7.555632052008864,0.183789167250842,33.338263105332345,211.77816026004433,0.9977926053420014,2.9917747179196454,0.6182252820803545,8.897042136800591,3
9.250424272531136,0.23791372354210297,0.44839108796387633,2.3878359787942247,0.03236951884940207,5.0,28.678217592775265,0.9931591230159044,3.019653472216742,0.30778288690358757,10.526096230119585,3
5.82118560490451,0.2394703598773872,0.4352332388964851,3.351700765668424,0.030165208269748094,6.006316232964263,109.10592802452256,0.9913158892036783,3.5215257580381953,0.43,11.662925191417106,3
9.06082741334593,0.5916321911105862,0.382611505776938,1.8937943999055236,0.07181060035368703,33.967356177788275,183.4689719995276,0.9968489657333176,3.218248224003779,0.3917517759962209,8.519586293327034,3
7.319618533081672,0.3218301544423473,0.3383015444234727,9.197297874287937,0.037084922778826364,16.366030888469453,71.49046332704181,0.9932241598449897,3.2326793822306112,0.38535876446122186,11.664713899811254,3
6.113221096178502,0.25977964839702494,0.25022035160297507,2.8702525335983693,0.04686778903821497,285.24300516927553,435.06412409335906,0.9931787818821236,3.4424238676327255,0.639779648397025,10.475761323672746,3
8.703965429448614,0.2948007235696802,0.2791988744471642,6.419947742189764,0.047680152753599145,9.959943722358208,130.92008843629424,0.9968919686453139,3.081201688329254,0.5139995980168444,9.267995176202131,3
7.726984900805726,0.5150793960322291,0.27433869140316297,7.663763603945063,0.05117989933870484,100.10311734037623,332.16140609835855,0.9956185224908027,3.1564020132259034,0.47867738280632594,11.0,3
7.304332563701398,0.4677899387281089,0.22621881715612951,2.5774615930691684,0.046111597549124354,144.5010944855298,298.66039561378733,0.9925377023798857,3.2097943166702283,0.3708884024508756,11.0,3
6.669242609961323,0.3391481935461013,0.37794950733075494,9.847870483865254,0.10519791656786037,36.418770527885215,209.2223932549969,0.9960436114515957,3.0546136085058015,0.5348737683268873,9.783754105577042,3
8.22706331695642,0.43285989926093416,0.32372361793482507,13.652590958259918,0.15133206019568107,37.3608442260856,210.646834152179,0.9981364683415218,2.951765829239105,0.6091746732174321,9.48157386978249,3
8.46687859740188,0.26,0.21253281313985622,16.178568504201216,0.07372723550801548,41.01948317799889,196.3180887700387,0.997981490980901,3.0242862991597566,0.5003896635599778,9.813638224599227,3
9.572289613243587,0.20411142437920685,0.43588857562079314,3.5831311602692377,0.037227409495861376,7.501504454475168,40.5045133634255,0.9938545181008277,2.9695933235514826,0.3072891395033655,10.03207804213662,3
6.179491594000086,0.3664917036224556,0.29059668144898226,3.686077432857081,0.05109944690816371,51.88066371020355,167.0994469081637,0.9968476817698939,3.3432442034979557,0.4157613274204071,8.201988938163273,3
9.064873669167643,0.3118108009474189,0.4242545803395423,1.3085091606790846,0.03562763741018627,5.0,43.97890071850985,0.9932870113765498,2.9631926714567323,0.3989380911171901,9.96596335728366,3
7.262410031175951,0.24791699988453353,0.2662490003463995,2.997685080249206,0.040166799953813406,119.64565006350657,214.33359990762682,0.9947021149890307,3.414604992494678,0.5779249971133379,9.733280018474638,3
7.284187059704041,0.43939547910480525,0.38353484029839824,2.7339485671518,0.028586063880640705,5.0,39.85586895536223,0.9920817689761233,3.1673019492527845,0.46330257164241,11.392554955215871,3
7.02258003217239,0.34709698873966355,0.35096798713104405,8.522561029516474,0.031806402573791186,11.74190176948144,47.80630756051161,0.9928483803538963,3.267096988739664,0.3883870048258585,11.925809823051855,3
7.3105970392928405,0.24773852948410058,0.2667844115476982,3.1217220085500883,0.04009541179364024,119.74380878374467,214.19082358728048,0.9946851603009895,3.4030044164665383,0.5734632371025148,9.761835282543906,3
6.467395052587456,0.2091848763146864,0.3200994346515128,10.52564452180665,0.046051681973077525,38.45924381573432,200.38767491235424,0.9954592438157344,3.121630247370627,0.4491848763146864,10.054075618426568,3
8.600331063034664,0.23,0.3628589164091143,5.157757688492948,0.04371328070150191,20.142325077265717,116.1435665636457,0.9950719074304609,3.181402559332991,0.4814356656364571,10.442780288938382,3
6.143616148991293,0.2314095962752177,0.36268636647695923,1.0946869570609539,0.04789888819452107,21.321767077086385,110.71808074495647,0.9915577121117435,3.3925535404034832,0.43,11.098671739265239,3
5.934324834197833,0.23664187914505416,0.4097769123054876,2.5597261606151687,0.03638786588088082,11.38042962439707,109.67162417098916,0.9914007436256483,3.4762700663208665,0.43,11.464931540153792,3
8.370345728088816,0.34211437221041685,0.26402261329632687,14.989893462162277,0.11073537704150227,39.27127637451754,203.48271359555923,0.9980648271359556,2.987586432022204,0.5518617087644738,9.648736682770286,3
9.968287465186382,0.19146375225264595,0.463170624283249,1.7122000327657592,0.035536562346410505,5.0,31.634124856649805,0.9936658499754257,2.930976254300506,0.288780625921537,9.892687530717899,3
6.145032728989319,0.2524211782436155,0.4372397381680854,3.17566923475004,0.029552052366382912,6.79417019074446,107.20582980925553,0.9912723973816808,3.4844556797734096,0.4148185599244699,11.796609164117008,3
7.5822758496303475,0.26,0.2801789056165028,15.606178490937284,0.06644227170283815,41.53983773551156,178.1056792570954,0.997487154151264,3.1387643018125435,0.5107967547102312,10.177886414858092,3
7.999140455234932,0.32749283712695776,0.39492837126957764,3.619555429946603,0.034253581436521116,17.498567425391553,88.4785113808733,0.991751862346991,3.210028651492169,0.3400573029843379,12.1743553414262,3
8.029880191380336,0.27641186602904677,0.36358813397095324,8.210359425858991,0.03770941244019364,12.803536842130093,56.410610526390286,0.9937581175119613,3.138294354067776,0.3651294928232374,10.947883636367925,3
7.493485067458833,0.4459152215868266,0.3593485067458833,3.287692677806869,0.03485211946032934,7.34332851590567,58.917268785741,0.9928028540461938,3.0904756743656434,0.5101758188884733,10.634332851590568,3
6.420160182446175,0.24608224255424643,0.2566419221893541,1.9473725409264326,0.041,112.39949197732659,209.39578030572972,0.9951216331355026,3.535448329487201,0.6087321738659093,9.243289702169857,3
9.089690529097501,0.2483141422348676,0.4450818638343603,2.5391147961435285,0.03166039939307721,5.0,28.01637276687206,0.9930456639028924,3.0395088169938385,0.31203760364153676,10.667920121384558,3
8.513162909215882,0.2672396000687356,0.21372949094450014,15.879702542413517,0.07382449454378823,40.8464327258147,196.67092726960294,0.9979736741815682,3.024607018225559,0.4973674181568234,9.771480363365587,3
7.353657588339166,0.23,0.3561803085089598,2.8425069497727353,0.0474978251782561,22.145907447312055,113.47212340358392,0.9932686832974192,3.279355475201923,0.4547212340358393,10.732186631278408,3
8.691218977007003,0.2454116104527968,0.3945883895472032,6.226343068978994,0.03750274406968531,10.53018476653843,49.59055429961529,0.9937994511860629,3.0659604243898593,0.3403292883622374,10.555213732402093,3
9.489221150466598,0.2960222528438115,0.4064089011375246,4.530785842040757,0.03333977747156189,16.980667585314343,105.17399173217089,0.9940220862554322,3.1082600826782913,0.3981488184592336,11.48260082678291,3
11.25018351009665,0.24150778699797712,0.3620989980031467,10.268882050146097,0.036429421699572945,14.104949900157337,124.40650729975276,0.9992013292300876,2.95685150299528,0.5436067850011239,9.623281420013486,3
9.251147450873288,0.23,0.36634543277253545,6.366416694478963,0.04173758809556323,19.09637016823936,117.5381731090142,0.9960132668485846,3.1302669860028134,0.4953817310901419,10.291697913190129,3
8.644944989278533,0.33971974410319333,0.2510677469622511,12.673005260889022,0.07206740014295289,39.30897512508378,193.37637526803667,0.9977101100214429,3.0707307462474867,0.47101100214429337,9.485952523229845,3
6.854107680316163,0.43344476647271774,0.2273767695905151,2.2213030877154525,0.047,181.53965555494662,340.08073235810826,0.992581960316566,3.2891784639367674,0.4363909263146357,10.877053840158082,3
7.577166417844515,0.31838488892883576,0.24251239499958885,4.7166469106951965,0.052659032107198654,8.125619749979442,133.8025975357466,0.9958699881464171,3.136231407500617,0.5008972839284246,9.110767407141095,3
7.28938067418892,0.4975752269675568,0.23641299176303976,3.7107387568399126,0.04826253782792613,132.48583011001992,314.9489731847642,0.9933721541275031,3.2147492434414775,0.4028259835260795,11.0,3
8.13825944352368,0.6093666429755268,0.4225592303034217,12.284834636346027,0.18035069151581679,33.850926584013145,274.48170338793346,0.9989126671404894,2.9278630077128938,0.7025592303034216,9.74670420384999,3
9.003028113228476,0.5366654622756624,0.35252463208140183,3.9596492447737233,0.06729295849028698,35.131338679001104,184.42429716928808,0.9969939437735431,3.196059839629967,0.39939437735430455,8.710105754671632,3
6.355493344655605,0.3187634692707891,0.24233519966033185,2.670055989809956,0.047,252.59219838657634,406.1471318331324,0.9929509349249549,3.388901331068879,0.5710167969429867,10.627746672327802,3
6.667982772519764,0.2505336204580039,0.2594663795419961,1.6220387618305303,0.04132017227480236,127.59822880896698,227.953098259288,0.9948060827993913,3.5441301749619565,0.630533620458004,9.458698250380433,3
6.4870522564504585,0.2259954435406272,0.2563890644975053,6.595380321525299,0.03924072903349965,90.38906449750529,179.4307048228795,0.9955913340170385,3.191294774354954,0.4136109355024947,9.319453224875264,3
10.728136880097193,0.25243434437005874,0.3451021309799086,9.479741795495755,0.03873613936701241,13.25510654899543,125.74197542300718,0.9987278450772975,2.9823468035301373,0.5375364753499674,9.550437704199608,3
9.899317176765352,0.2697817335095624,0.31811730342956956,8.22687480208716,0.04239836596312985,11.905865171478478,127.86221187339096,0.9979761248812523,3.022824044855646,0.527899036939132,9.434788443269584,3
