fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.242836682132501,0.3657077382824004,0.3342836682132501,8.200401030202976,0.03685730654293999,12.857592993084973,63.42893972161498,0.9933743323647379,3.1857220607896495,0.43999427099710037,11.185759299308497,3
8.846633588295422,0.3368679954179331,0.4161716143813119,1.2923432287626238,0.035385148431439355,5.0,45.91881254848514,0.9931786996327095,2.976125416989901,0.41995380260858906,10.030627084949504,3
7.139502739451712,0.3326408766245479,0.32395027394517123,10.225746306746444,0.0376839780843863,15.130939732062334,65.28895068986918,0.9936099337540502,3.22498895900835,0.4110607670464794,11.413093973206234,3
7.1137832009227004,0.41748641154720434,0.3908378628175986,3.56162445266117,0.025664854872960573,5.0,30.605373764375155,0.9918237288471116,3.230594811085854,0.4219187773669415,11.928109939957228,3
7.235509469172092,0.3633630301350694,0.3335509469172092,8.344014404227002,0.036915924246623266,13.018791678213981,63.56082955490235,0.9933910384102876,3.1885064017146054,0.4379426513681857,11.201879167821398,3
6.996816367348859,0.4024478186591389,0.39585072711362035,4.129749072876973,0.02365970915455186,5.0,24.255745656080883,0.9916466076419854,3.27403963498471,0.3935125463561513,12.29571998833216,3
8.339993291223916,0.3950378073039208,0.3974071589342191,1.2548143178684381,0.03482221476802658,5.0,50.42228185578742,0.9929272559297185,3.0061485457052495,0.4687413867710304,10.180742728526248,3
7.035050367293308,0.4073636186519967,0.3942121271160011,3.9440410731467894,0.024315149153599565,5.0,26.331305653065286,0.9917045048419013,3.2598384350053426,0.40279794634266053,12.175555988506746,3
7.463331577930456,0.4624283457339157,0.37585721808869477,1.863818050052073,0.0316571127645221,5.0,49.5808570876533,0.9923530449608661,3.1007625567686876,0.5068090974973963,10.829529326504282,3
7.427329023877555,0.4247452876408179,0.3527329023877556,4.584351131999901,0.035381367808979554,8.798761474693766,60.10807757020399,0.9929536898255592,3.115614970926529,0.49165212668571573,10.779876147469377,3
7.432194772865079,0.42630232731682516,0.3532194772865079,4.488982451844459,0.03534244181707937,8.691714996968269,60.020494088428585,0.9929425959178676,3.11376598631127,0.49301453640222204,10.769171499696828,3
6.915032172127602,0.39193270784497736,0.3993557640516742,4.526986592523078,0.02225769437933031,5.0,19.816032201212657,0.9915227630035076,3.3044166217811766,0.37365067037384614,12.55275603045611,3
7.1717313881260365,0.3429540442003317,0.3271731388126037,9.594064792729682,0.037426148894991705,14.421909461227195,64.70883501373135,0.9935364524350727,3.212742072512106,0.42008478867529025,11.34219094612272,3
9.493158626293702,0.2626373429070195,0.44011698615902595,1.3402339723180519,0.03610350958477078,5.0,40.171923321833766,0.993499567614531,2.9378128221455584,0.3576958359865325,9.839064110727792,3
9.563053256361554,0.2546124038992291,0.442705676161539,1.345411352323078,0.03618117028484617,5.0,39.550637721230636,0.9935342560605647,2.9336709181415377,0.35096524197999857,9.818354590707688,3
7.318963602798714,0.3900683528955886,0.34189636027987147,6.708313385145197,0.03624829117761028,11.18280073842828,62.05865514962314,0.993200762985619,3.1567938309364885,0.4613098087836401,11.018280073842828,3
10.157144801193002,0.18640189319635914,0.4647090667108519,1.3894181334217037,0.03684127200132556,5.0,34.26982398939554,0.9938291014939254,2.8984654932626372,0.2937564265517851,9.642327466313183,3
7.351870623558819,0.40059859953882215,0.3451870623558819,6.0633357782471435,0.03598503501152945,10.458846281705977,61.46632877594126,0.9931257349782859,3.144289163047649,0.47052377459646944,10.945884628170598,3
7.3336376030910735,0.4457534061117095,0.38141553129609684,2.493760213557641,0.029433787481561266,5.0,42.540327024944006,0.9921566512275379,3.1489346045661724,0.47531198932211793,11.237138961713768,3
7.485875264147886,0.4653268196761568,0.3748910601079477,1.7543201455674091,0.03204357595682091,5.0,50.80465719659954,0.9923871825428525,3.0923891876022136,0.5122839927216296,10.7586777412495,3
9.722755261104858,0.23627624779907205,0.44862056522610577,1.3572411304522114,0.03635861695678317,5.0,38.13106434573461,0.9936135155740298,2.9242070956382307,0.33558653041212494,9.771035478191154,3
7.232778033962204,0.3624889708679054,0.33327780339622043,8.397550534340796,0.03693777572830237,13.078883252831506,63.609995388680325,0.9933972660825662,3.1895443470943623,0.43717784950941724,11.20788832528315,3
7.4078224807379325,0.41850319383613843,0.35078224807379327,4.966679377536522,0.03553742015409654,9.227905423765485,60.459195346717216,0.9929981647439176,3.1230274573195858,0.48619029460662117,10.822790542376548,3
7.668022217689919,0.4721900416726389,0.3725193413959229,1.2050386827918458,0.03407558024187769,5.0,56.395358064978495,0.9925937591747054,3.045969053766523,0.5334497123706003,10.379845268832616,3
7.012701870597393,0.4044902405053791,0.3951699198315403,4.052590914241236,0.023932032067383868,5.0,25.118101546715593,0.991670662832619,3.2681393052066827,0.39737045428793816,12.245794120979623,3
7.630828555325999,0.47646042512923714,0.37114179834540734,1.2022835966908147,0.03403425395036222,5.0,56.725968397102235,0.9925753000978285,3.048173122647348,0.5370313243019409,10.390865613236741,3
7.107410154259664,0.4166670198333854,0.39111099338887156,3.5925792507387726,0.02555560264445139,5.0,30.259408374096065,0.9918140782335932,3.2329619427035534,0.42037103746306137,11.948139515183913,3
7.114871445136971,0.3247588624438309,0.32148714451369714,10.70851967531536,0.03788102843890423,15.672828206986628,65.73231398753451,0.9936660931050877,3.234348850847951,0.404164004638352,11.467282820698664,3
7.293637070296257,0.4406104804666617,0.3831298398444461,2.6880485157038914,0.028748064062221558,5.0,40.36886953036827,0.9920960789921629,3.163791945318533,0.4655975742148054,11.362854921926047,3
8.234428193489073,0.40715824445125465,0.3934973404995953,1.2469946809991905,0.03470492021498786,5.0,51.360638280097135,0.9928748643626946,3.0124042552006474,0.4789069147010523,10.212021276003238,3
7.247564494978309,0.3672206383930589,0.3347564494978309,8.10773589842514,0.036819484040173524,12.7535811104772,63.34383909039043,0.9933635529514495,3.1839254919082425,0.4413180585939266,11.17535811104772,3
9.80624598344208,0.2266902759751686,0.4517128142015585,1.363425628403117,0.03645138442604676,5.0,37.38892459162596,0.9936549517103009,2.9192594972775066,0.3275466830759479,9.746297486387531,3
9.075361853410188,0.3106066020158673,0.4246430316077847,1.3092860632155694,0.035639290948233544,5.0,43.88567241413166,0.9932922166235443,2.9625711494275446,0.39792811781975973,9.962855747137722,3
6.923075307320698,0.39296682522694687,0.3990110582576844,4.487919935870896,0.022395576696926246,5.0,20.252659540266443,0.9915349426082285,3.301429171566598,0.37560400320645515,12.527477605563522,3
7.739505548476495,0.46398269628603206,0.3751668721657961,1.2103337443315922,0.03415500616497388,5.0,55.75995068020893,0.9926292360870217,3.041733004534726,0.5265661323689301,10.358665022673632,3
7.24664308118683,0.43456839615259246,0.38514386794913585,2.9163050342353953,0.027942452820345662,5.0,37.81776726442793,0.9920249166657972,3.181246855559177,0.45418474828823024,11.510550316269962,3
7.240773026338725,0.36504736842839197,0.3340773026338725,8.24084868376099,0.0368738157892902,12.90299342054805,63.466085525902955,0.9933790374999477,3.1865062499912846,0.43941644737484303,11.190299342054805,3
6.996151670195575,0.4023623575965739,0.3958792141344754,4.132977601907208,0.02364831434620985,5.0,24.2196620963312,0.9916456011005819,3.2742865224987865,0.39335111990463956,12.297809036528193,3
7.510372194046105,0.45131910209475357,0.3610372194046105,2.9567049966963426,0.03471702244763116,6.97181173098569,58.61330050717011,0.9927643513975749,3.08405856626248,0.5149042143329094,10.59718117309857,3
7.039997562765423,0.4079996866412687,0.39400010445291045,3.9200118379965163,0.024399958218835824,5.0,26.599867692980105,0.9917119963093305,3.258000905258557,0.40399940810017415,12.1600076598801,3
9.092309104440073,0.308660806527251,0.42527070757185453,1.310541415143709,0.035658121227155636,5.0,43.73503018275491,0.9933006274814629,2.9615668678850327,0.39629616031317827,9.957834339425164,3
7.322412422607026,0.44431016862090333,0.3818966104596989,2.5482825187658746,0.029241355816120442,5.0,41.9309600843814,0.9921396530970906,3.1531039573173905,0.47258587406170627,11.27241810037792,3
7.507799479994635,0.46814564742788156,0.3739514508573728,1.647831097168918,0.03241941965705088,5.0,51.994828913994446,0.9924203820697062,3.084245907430564,0.5176084451415541,10.689773062874005,3
7.1673521205455435,0.34155267857457405,0.32673521205455436,9.679898437307342,0.03746118303563565,14.518253347998037,64.78766183018021,0.9935464371651562,3.2144061941926934,0.4188585937527523,11.351825334799804,3
8.024637662085231,0.43124530546428824,0.3857273208179715,1.231454641635943,0.03447181962453915,5.0,53.225443003686834,0.9927707460989608,3.0248362866912455,0.499108965873274,10.274181433456228,3
7.383148498553631,0.45211909267118106,0.37929363577627295,2.253278721310937,0.03028254568949081,5.0,45.22806135005423,0.9922316248692383,3.130544843394366,0.48733606393445317,11.081533290260019,3
8.38312293629858,0.39008588509164455,0.39900455319624367,1.2580091063924874,0.034870136595887315,5.0,50.038907232901515,0.9929486610128296,3.00359271488601,0.46458816168976647,10.16796357443005,3
6.990010176066402,0.40157273692282314,0.39614242102572567,4.162807716248904,0.023543031589709745,5.0,23.88626670074754,0.9916363011237578,3.276567648889622,0.3918596141875548,12.317110875219878,3
7.129107904053772,0.4194567305211992,0.390181089826267,3.487190180310253,0.025927564069493224,5.0,31.437286220061875,0.9918469348261386,3.2249027784943136,0.42564049098448736,11.879946587259575,3
9.751039772416705,0.23302876687067461,0.4496681397191372,1.3593362794382744,0.036390044191574114,5.0,37.87964646740706,0.9936275530722365,2.9225309764493805,0.3328628367302432,9.762654882246903,3
7.424672470845251,0.4574578891086751,0.37751403696377495,2.051590855894496,0.030994385214490015,5.0,47.48221984588504,0.9922945040272799,3.1151216536860495,0.49742045720527517,10.951029377343499,3
9.287160068938897,0.28628902912183035,0.4324874099606999,1.3249748199213998,0.035874622298821,5.0,42.003021609432025,0.9933973312934734,2.95002014406288,0.3775327341021803,9.9001007203144,3
7.199777811799376,0.4285428615170626,0.38715237949431247,3.143936342688745,0.027139048202275015,5.0,35.27365264053755,0.9919539492578676,3.1986539556173748,0.44280318286556275,11.657841162916247,3
7.183584811605864,0.3467471397138766,0.32835848116058647,9.361737692525057,0.037331321507153084,14.161134144670982,64.49547339109444,0.9935094266295387,3.2082377715897716,0.4234037472496421,11.316113414467099,3
10.046435063299404,0.19911301125080927,0.46060870604812604,1.381217412096252,0.03671826118144378,5.0,35.253910548449745,0.9937741566610448,2.9050260703229984,0.3044173642748723,9.67513035161499,3
7.591490259965829,0.4789058905670352,0.3703647031443216,1.241333023023115,0.03385411874227136,5.0,56.5380426838593,0.9925471138222339,3.0531607605841202,0.5379333488488443,10.426744897250252,3
7.128186056658845,0.41933820728470866,0.3902205975717638,3.4916677247998944,0.025911760971294488,5.0,31.38724307576588,0.9918455388857977,3.2252451789552863,0.4254166137600053,11.882843821929344,3
7.574082100440135,0.4717062721408433,0.36740821004401353,1.7079908313733445,0.03420734319647892,5.5701937903170196,57.46652219207756,0.9926190928109965,3.0598488018327483,0.532742988123238,10.457019379031703,3
9.081918395708861,0.3098538138260197,0.4248858665077356,1.309771733015471,0.03564657599523207,5.0,43.82739203814346,0.9932954706112037,2.9621826135876232,0.3972967470798875,9.960913067938115,3
7.398657089669425,0.45411305438606897,0.37862898187131033,2.177951278748506,0.030548407251475864,5.0,46.06995629634023,0.9922551093072137,3.1247845095513562,0.49110243606257475,11.032792003896093,3
7.446611700238929,0.4309157440764574,0.3546611700238929,4.206410675316984,0.03522710639808856,8.374542594743552,59.76098939569927,0.9929097253234552,3.1082875539092067,0.49705127606690025,10.737454259474356,3
7.35292904758335,0.4482337346892879,0.3805887551035707,2.4000589117380122,0.029764497958571723,5.0,43.58757686881045,0.9921858639863406,3.1417692108976127,0.4799970544130994,11.176508707595184,3
9.277489612433948,0.28739934079462087,0.43212924490496096,1.324258489809922,0.03586387734714883,5.0,42.08898122280936,0.9933925318817265,2.9505932081520623,0.3784639632471014,9.902966040760312,3
7.3661650240318615,0.4499355030898108,0.3800214989700631,2.335769883273815,0.02999140041197477,5.0,44.30610130458677,0.9922059070363911,3.13685299107388,0.48321150583630923,11.134909924471293,3
7.087110664586804,0.41405708544687475,0.39198097151770844,3.691176772006953,0.025207611392916635,5.0,29.157436077569344,0.9917833390063744,3.240501753153473,0.41544116139965237,12.011937911298617,3
7.316830830098291,0.44359253529835174,0.3821358215672161,2.5753931109511567,0.029145671373113566,5.0,41.62795934819295,0.9921312009712917,3.155177120249206,0.47123034445244216,11.289960248262513,3
7.552152759783029,0.4738482119721037,0.37205059600929874,1.432400881053859,0.0331797615962805,5.0,54.40257838822157,0.9924875456076715,3.067771832080589,0.528379955947307,10.550377040681909,3
7.9810236219618576,0.24702559054904644,0.23811122047706607,14.751190944643518,0.06686407480197554,40.35127952745232,197.86496063006356,0.9973512795274523,3.0459488189019073,0.4870255905490464,9.864872047254769,3
6.785819979022494,0.21714549947556236,0.3028514178029482,11.41458077477113,0.0504300247115593,38.85727497377812,199.85696670162918,0.9958572749737781,3.1057090010488753,0.4571454994755624,10.014272502622187,3
7.398300638797787,0.36877908304371243,0.3573106751839705,6.081141651165825,0.051819171989981566,36.26893248160295,192.777429287614,0.9957789803832787,3.178949019163934,0.4140339872240442,9.40757299264118,3
7.745065319732563,0.2411266329933141,0.2508922951811528,14.092474017586738,0.06361964814632275,40.05633164966571,198.2582244671124,0.9970563316496657,3.0577467340133717,0.4811266329933141,9.89436683503343,3
6.897894777156909,0.21994736942892273,0.29678069957066744,11.72745625289637,0.051971053185907494,38.99736847144614,199.67017537140515,0.9959973684714462,3.1001052611421547,0.4599473694289227,10.000263152855386,3
6.269756968440147,0.2220684058972191,0.34226342624586864,9.052973316440946,0.042414641403667894,37.77365737541314,199.9248725332124,0.9951018541810641,3.1450927090532046,0.4366048606311971,10.009462950165254,3
6.997410512830752,0.22243526282076884,0.2913902638883342,12.005271014985851,0.05333939455142285,39.12176314103844,199.50431581194874,0.9961217631410384,3.0951294743584623,0.4624352628207688,9.987823685896156,3
8.366676598466327,0.2566669149616582,0.21722168424974053,15.827805504051831,0.072166803228912,40.83334574808291,197.22220566922277,0.9978333457480829,3.0266661700766835,0.4966669149616582,9.81666542519171,3
8.025203191895674,0.45027641494643766,0.3656693758919423,4.43029826134139,0.057043359932463955,35.43306241080577,188.80704645132738,0.9961551219151374,3.1977560957568705,0.4014959361620865,9.073224964322307,3
8.11443744600162,0.46187686798021066,0.36685916594668827,4.195314725529065,0.057786978716680176,35.314083405331175,188.24189617532306,0.996208662467601,3.2004331233800487,0.3997112510799676,9.025633362132469,3
7.996846460912919,0.4465900399186795,0.3652912861455056,4.504970986262645,0.056807053840940994,35.47087138544944,188.98663908088486,0.9961381078765478,3.1969053938273877,0.40206307078174164,9.088348554179776,3
6.458185850126986,0.28755654114215223,0.36387905667513243,9.71889135285538,0.08139540420876568,37.005039305202814,206.17379561294536,0.9956566740585662,3.086272122480952,0.49969764168783104,9.901007861040563,3
6.853000955384104,0.3840669002050033,0.39020006369227367,9.960167250512509,0.12592177441276287,35.9083306794886,211.87668046665928,0.9963805017515375,3.0270498566923845,0.5655001592306841,9.68166613589772,3
8.352819395089954,0.4928665213616941,0.37003759193453273,3.567575592929786,0.05977349495908296,34.99624080654673,186.73214383109695,0.996351691637054,3.2075845818526987,0.3949436120982009,8.89849632261869,3
6.404118692659477,0.23953543004573208,0.3440549159021264,8.699154109330042,0.04353432243882898,37.594508409787366,199.07391494648996,0.9951824712155957,3.1491235607797843,0.43391762614681045,9.937803363914945,3
6.933558328269136,0.3083625826749878,0.35111411104358853,7.304963068891273,0.04794631940224281,36.88858889564115,195.72079725429546,0.9955001349969614,3.1650067498480743,0.42332883343461725,9.65543555825646,3
6.597374395238536,0.3215804077249756,0.3731582930159025,9.80395101931244,0.09709277901856828,36.618404457670735,208.1842968201122,0.9959118530579373,3.06539384071422,0.5228957325397561,9.823680891534146,3
6.877634069670111,0.3900883281415827,0.39184227131134075,9.975220820353956,0.1286998423016847,35.83990536202747,212.23249211745716,0.9964256624610619,3.0233548895494833,0.5696056782783518,9.667981072405494,3
8.452884978261244,0.25882212445653113,0.21255206367751595,16.06847056431264,0.0733521684510921,40.941106222826555,197.07852503623127,0.9979411062228265,3.0223557510869377,0.4988221244565311,9.805889377717346,3
6.262006112041172,0.20405015280102934,0.3312246689311032,9.952267062781607,0.043227584040566126,38.202507640051465,200.72998981326472,0.9952025076400515,3.1318996943979416,0.44405015280102933,10.079749235994854,3
7.656102983141785,0.40229338780843205,0.3607480397752238,5.402262144393299,0.05396752485951488,35.92519602247762,191.1446811067687,0.9959336617898851,3.1866830894942537,0.4088779403371643,9.270078408991047,3
6.422856427621978,0.27892046008537263,0.3615237618414653,9.697301150213432,0.07741103044847872,37.10317658993895,205.66348173231748,0.9955919034506403,3.091571535856703,0.4938094046036631,9.92063531798779,3
7.847217781737539,0.6270976799802874,0.4564811854491693,10.567744199950718,0.23804733871817804,33.14661727295128,226.23759018065334,0.9982032325998521,2.877917332739369,0.7312029636229233,9.129323454590256,3
6.303946308509436,0.24985354208008426,0.35359642056729573,9.62463385520021,0.06400061145967523,37.43348247636268,203.94589112291408,0.9953739015656006,3.109408053723585,0.4739910514182393,9.986696495272536,3
7.310803007084774,0.3574043909210206,0.35614404009446365,6.311552081343429,0.051090025059039784,36.38559599055363,193.33158095512977,0.9957264818042508,3.1763240902125434,0.41578393985830453,9.454238396221454,3
7.870923963603055,0.24427309909007638,0.2440749519715012,14.44382939839186,0.065350204499542,40.213654954503816,198.04846006066157,0.9972136549545039,3.0514538018198474,0.4842730990900764,9.878634504549618,3
8.213663284082335,0.47477622693070365,0.3681821771210978,3.9340200185831824,0.05861386070068614,35.18178228789022,187.61346586747854,0.9962681979704494,3.20340989852247,0.39772673431835326,8.972712915156087,3
7.114548728545437,0.22536371821363593,0.2850452772037888,12.332281867189346,0.05495004501749976,39.268185910681794,199.30908545242428,0.9962681859106818,3.0892725635727283,0.4653637182136359,9.97318140893182,3
6.931658003086524,0.2207914500771631,0.29495185816614666,11.821711925283212,0.0524352975424397,39.03957250385815,199.61390332818914,0.9960395725038581,3.098417099845674,0.4607914500771631,9.996042749614185,3
7.292837135658612,0.35506882763561953,0.35590449514211486,6.358862209432322,0.05094030946382177,36.409550485788515,193.44536480749545,0.9957157022813952,3.1757851140697584,0.4161432572868278,9.463820194315407,3
6.734263031580734,0.21585657578951836,0.3056440857893769,11.270650963162883,0.049721116684235095,38.79282878947592,199.94289494736543,0.995792828789476,3.1082868484209634,0.4558565757895184,10.020717121052408,3
6.59279905289632,0.212319976322408,0.31330671796811604,10.875730689335558,0.047775986977324394,38.6159988161204,200.1786682451728,0.9956159988161204,3.115360047355184,0.452319976322408,10.03840011838796,3
6.969471455606002,0.41253746692591164,0.3979647637070668,10.031343667314779,0.13905705860445466,35.58480151220555,213.55903213653113,0.9965940310019443,3.0095792816591,0.584911909267667,9.61696030244111,3
6.744481014562258,0.21611202536405644,0.30509061171121105,11.29917616565297,0.049861613950231046,38.80560126820282,199.92586497572958,0.9958056012682028,3.107775949271887,0.45611202536405643,10.019439873179717,3
6.9623849946917495,0.31211004930992753,0.35149846659589,7.229052847311724,0.04818654162243126,36.850153340411,195.53822836695224,0.995517430996815,3.1658715498407526,0.422752300106165,9.640061336164399,3
8.07026819042367,0.45613486475507725,0.36627024253898227,4.311627098550999,0.05741890158686393,35.37297574610177,188.52163479398342,0.9961821609142543,3.1991080457127103,0.4005946361915266,9.049190298440708,3
8.424489596079741,0.25811223990199356,0.214090146879014,15.989200122389278,0.07296173194609644,40.905611995099676,197.12585067320043,0.9979056119950996,3.023775520196013,0.49811223990199355,9.809438800490033,3
7.186546961006876,0.46560036824612505,0.41243646406712503,10.164000920615312,0.16353835171355313,34.981813997203126,216.69456721454375,0.996992002761846,2.977017955848969,0.6210911601678125,9.496362799440625,3
6.238563040716939,0.23387096550858516,0.34923753604779595,9.584677413771463,0.05662683181418815,37.61510266467517,203.00146614368913,0.9952540322413144,3.119215543892459,0.4630938401194899,10.023020532935034,3
6.2814006732497605,0.20453501683124403,0.3301741301989713,10.00641021282225,0.04349425925718421,38.2267508415622,200.69766554458374,0.9952267508415622,3.130929966337512,0.444535016831244,10.07732491584378,3
8.383415730029359,0.257085393250734,0.21631498129007642,15.874535579665292,0.07239696628790368,40.854269662536694,197.19430711661772,0.9978542696625367,3.025829213498532,0.497085393250734,9.814573033746331,3
6.9918723709220005,0.3159434082198601,0.35189163161229337,7.151402756572065,0.04843226975768335,36.81083683877067,195.35147498416066,0.9955351234225532,3.16675617112766,0.42216255258156,9.624334735508265,3
6.320960766597941,0.20552401916494853,0.3280312918092782,10.116848806752586,0.04403821054072169,38.27620095824743,200.63173205567008,0.9952762009582474,3.128951961670103,0.44552401916494855,10.072379904175257,3
7.178280256870687,0.4635796183461679,0.4118853504580458,10.15894904586542,0.16260605119152746,35.00477706424809,216.57515926590992,0.9969768471375963,2.978257961469397,0.6197133761451145,9.500955412849619,3
7.596757067896639,0.237418926697416,0.2589256588222654,13.678446814544783,0.06158040968357878,39.8709463348708,198.50540488683893,0.9968709463348708,3.065162146605168,0.477418926697416,9.91290536651292,3
8.045514460356063,0.45291687984628837,0.36594019280474754,4.376811921062363,0.0572126205029672,35.405980719525246,188.67840841774492,0.9961673086762136,3.198365433810682,0.4010897107928787,9.062392287810098,3
6.902206083572624,0.3042867908644411,0.35069608111430167,7.387523979925424,0.04768505069643854,36.93039188856984,195.91936147070672,0.9954813236501435,3.1640661825071787,0.42395587832854753,9.672156755427933,3
6.1453320526434245,0.20589316684364528,0.34060442736857904,9.380625594705647,0.041377767105361875,37.9395572631421,200.71289699992496,0.995027199231586,3.141359961579303,0.4390933589471315,10.075822905256839,3
8.995046108363415,0.576355994087244,0.37860061477817886,1.8763785813096723,0.0651253842363618,34.13993852218211,182.66470798036502,0.996737027665018,3.2268513832509025,0.38209907783273167,8.555975408872845,3
6.852679137073308,0.29784828781953,0.35003572182764414,7.51794493904029,0.04727232614227757,36.99642781723559,196.23303213186904,0.995451607482244,3.162580374112199,0.4249464172585339,9.698571126894235,3
7.722463091326114,0.24056157728315286,0.2521165825531688,14.029376129952068,0.06330886750573407,40.02807886415764,198.2958948477898,0.9970280788641577,3.0588768454336943,0.48056157728315285,9.897192113584236,3
7.795911687708903,0.2423977921927226,0.24813811691576776,14.234420128187352,0.06431878570599742,40.11988960963613,198.17348052048516,0.9971198896096362,3.055204415614555,0.48239779219272255,9.888011039036387,3
7.564017800990765,0.23660044502476915,0.26069903577966685,13.587049694432555,0.061130244763623026,39.83002225123846,198.55997033168205,0.9968300222512384,3.0667991099504617,0.47660044502476917,9.916997774876155,3
6.850977746112756,0.2187744436528189,0.29932203875222574,11.596479541231442,0.05132594400905039,38.938722182640944,199.74837042314542,0.9959387221826409,3.102451112694362,0.4587744436528189,10.006127781735906,3
6.913288761292197,0.30572753896798566,0.35084385015056263,7.35833959526388,0.047777406344101644,36.91561498494374,195.84917117848275,0.9954879732567753,3.164398662838766,0.42373422477415607,9.666245993977494,3
7.175802908864865,0.4629740443891894,0.4117201939243244,10.157435110972973,0.16232666138864874,35.01165858648648,216.5393753502703,0.9969723053329189,2.97862956367027,0.6193004848108109,9.502331717297297,3
8.17862952066806,0.2519657380167015,0.2274075676304801,15.302840745198331,0.06958115590918582,40.59828690083508,197.53561746555323,0.9975982869008351,3.036068523966597,0.4919657380167015,9.840171309916492,3
7.8041207120621126,0.6165628407262941,0.4536080474708075,10.541407101815734,0.2331869469714493,33.26633135538302,225.61507695200828,0.9981242213054472,2.8843818931906835,0.7240201186770187,9.153266271076603,3
6.354173930569018,0.20635434826422547,0.3262322454275115,10.209568889505176,0.044494891545324,38.31771741321127,200.57637678238498,0.9953177174132113,3.1272913034715493,0.4463543482642255,10.068228258678872,3
6.471588670234527,0.2092897167558632,0.3198722803622964,10.537351704404722,0.046109344215724754,38.46448583779316,200.38068554960913,0.9954644858377931,3.1214205664882737,0.4492897167558632,10.053551416220683,3
7.800525265809544,0.6156839538645551,0.45336835105396955,10.539209884661387,0.23278146053296517,33.2763187060846,225.56314272836008,0.9981176296539841,2.8849212101285686,0.7234208776349239,9.15526374121692,3
8.309605685004378,0.4872487390505691,0.3694614091333917,3.6813716961551384,0.059413380708369816,35.05385908666083,187.00583066163895,0.9963257634110027,3.206288170550131,0.3958078862999124,8.921543634664332,3
8.219185179591456,0.2529796294897864,0.22521080277212951,15.41605862635948,0.07013879621938252,40.64898147448932,197.4680247006809,0.9976489814744893,3.0340407410204273,0.4929796294897864,9.835101852551068,3
6.586318321924823,0.2121579580481206,0.3136577575624054,10.8576386487068,0.04768687692646632,38.60789790240603,200.18946946345864,0.995607897902406,3.115684083903759,0.4521579580481206,10.039210209759396,3
7.510206090662564,0.23525515226656413,0.26361383675577776,13.436825336432992,0.060390333746610264,39.762757613328205,198.64965651556238,0.9967627576133282,3.069489695466872,0.4752551522665641,9.92372423866718,3
7.362051269951452,0.5085014215436885,0.4241367513300969,10.271253553859221,0.18333133766674714,34.49430202791263,219.22962945485432,0.9973137606615776,2.950692309507282,0.6503418783252422,9.398860405582527,3
8.140335656340918,0.46524363532431934,0.36720447541787893,4.127116104968916,0.05800279713617432,35.27955245821211,188.07787417650752,0.9962242013938045,3.2012100696902275,0.3991932868731817,9.011820983284844,3
6.8346730435600564,0.3795867439813472,0.3889782029040038,9.948966859953368,0.1238547932459397,35.95924154566651,211.61194396253416,0.9963469005798601,3.029799043465992,0.5624455072600094,9.691848309133302,3
6.127710805044355,0.20677375234417575,0.341847387002957,9.51693438086044,0.04412516301333562,37.92302554154346,201.40026718397402,0.9950508031425813,3.135843379243347,0.44461846750739253,10.084605108308692,3
7.848778170412789,0.4273411621536626,0.36331704227217054,4.8948841512463215,0.05557315142010658,35.66829577278295,189.924404920719,0.9960492669022477,3.1924633451123836,0.4050244365917442,9.16731830911318,3
6.555582770523295,0.31136467723902783,0.3703721847015531,9.778411693097569,0.09237961245346057,36.734492304101956,207.58064001866984,0.9958352350792927,3.0716625844215057,0.5159304617538827,9.846898460820391,3
7.45076273842867,0.37559915599572724,0.35801016984571565,5.942991455471166,0.05225635615357226,36.19898301542844,192.44516932328509,0.9958104576430572,3.1805228821528604,0.4129847452314266,9.379593206171375,3
8.398194436201162,0.25745486090502906,0.21551446803910373,15.915792801061574,0.07260017349776597,40.872743045251454,197.16967593966473,0.9978727430452514,3.025090278189942,0.49745486090502905,9.812725695474855,3
7.2971059529273035,0.35562377388054955,0.3559614127056974,6.347620990624765,0.05097588294106087,36.40385872943026,193.41832896479374,0.9957182635717564,3.175913178587819,0.4160578809414539,9.461543491772105,3
8.115523855994624,0.2503880963998656,0.23082579113362453,15.126670764651658,0.06871345301992608,40.519404819993284,197.6407935733423,0.9975194048199932,3.0392238072002686,0.4903880963998656,9.848059518000673,3
6.439373090348652,0.2829578665296705,0.36262487268991017,9.707394666324177,0.07927374296709798,37.05729697125374,205.90205574948052,0.9956221839989725,3.0890940364477024,0.49656218172477534,9.911459394250748,3
7.310428896445052,0.4958826191310127,0.4206952597630035,10.23970654782753,0.17750948109908085,34.637697509874855,218.48397294865075,0.9972191196434825,2.9584356655332424,0.6417381494075086,9.427539501974971,3
8.444816690653465,0.2586204172663366,0.21298909592293735,16.04594659474092,0.07324122949648512,40.93102086331683,197.09197218224423,0.9979310208633169,3.0227591654673267,0.4986204172663366,9.806897913668317,3
6.283407581571286,0.2448329643840922,0.35222717210475246,9.61208241096023,0.06168429947720617,37.490534495635316,203.64922062269636,0.9953362472328807,3.112488862764307,0.47056793026188104,9.998106899127063,3
6.124959826681575,0.2032447774686049,0.3403327976890877,9.434272456405184,0.0412079985556798,37.96672023109123,200.84192109768335,0.995014975896009,3.1407487948004476,0.4395008034663685,10.086688092436493,3
